1	7.120  	7.946
2	7.172  	7.851
3  	7.002  	5.590
4	6.532  	6.713
5	7.015  	6.360
6  	7.152  	6.646
7	5.738  	7.102
8	6.066  	5.404
9  	7.523  	5.691
10	6.328  	7.280
11	7.427  	5.778
12 	4.505  	5.735
13	6.580  	6.591
14	6.100  	7.249
15 	8.000  	6.762
16	8.091  	7.435
17	8.052  	7.382
18 	6.716  	7.035
19	6.977  	6.093
20	8.137  	7.605
21	6.778  	8.011
22	6.577  	7.030
23 	5.857  	6.179
