0,coeneo,coe,19.8,N,101.683,W,27.66,N,31.06,W,-6
1,teoloyucan,teo,19.747,N,99.182,W,27.81,N,28.4,W,-6
2,iturbide,itu,24.717,N,99.9,W,32.68,N,29.65,W,-6
